trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1518,False,"{'a': 0.15472690530093133, 'e': 0.04788083044800674}",25,15,-4.304999495237784,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
1519,False,"{'a': 0.15457210095471746, 'e': 0.04778506878711073}",25,13,20.778239224364945,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1520,False,"{'a': 0.15441745149032948, 'e': 0.04768949864953651}",20,15,8.655088164797752,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1521,False,"{'a': 0.15426295675280804, 'e': 0.04759411965223744}",20,11,19.67587041546278,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1522,False,"{'a': 0.1541086165873488, 'e': 0.04749893141293297}",20,10,19.597355409019645,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1523,False,"{'a': 0.1539544308393024, 'e': 0.0474039335501071}",20,12,16.074300939348888,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1524,False,"{'a': 0.1538003993541741, 'e': 0.04730912568300689}",20,3,29.288548786384204,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1525,False,"{'a': 0.1536465219776238, 'e': 0.04721450743164087}",25,17,16.84709763368619,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1526,False,"{'a': 0.15349279855546577, 'e': 0.04712007841677759}",20,7,17.055744547607958,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1527,False,"{'a': 0.15333922893366855, 'e': 0.04702583825994403}",25,13,-27.34355109891014,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
1528,False,"{'a': 0.15318581295835484, 'e': 0.046931786583424145}",20,5,13.190141693429752,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1529,False,"{'a': 0.15303255047580122, 'e': 0.0468379230102573}",20,16,10.015064218535512,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1530,False,"{'a': 0.15287944133243814, 'e': 0.04674424716423679}",20,0,-6.720392248984986,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
1531,False,"{'a': 0.15272648537484962, 'e': 0.04665075866990831}",20,11,14.871665886299567,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1532,False,"{'a': 0.15257368244977326, 'e': 0.046557457152568496}",30,24,12.967882160110479,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1533,False,"{'a': 0.15242103240409993, 'e': 0.04646434223826336}",20,9,19.308794418599682,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1534,False,"{'a': 0.1522685350848737, 'e': 0.04637141355378683}",25,15,20.661350242363795,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1535,False,"{'a': 0.15211619033929172, 'e': 0.04627867072667925}",20,15,11.794911816147913,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1536,False,"{'a': 0.15196399801470395, 'e': 0.046186113385225894}",25,11,10.929637167308599,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1537,False,"{'a': 0.15181195795861313, 'e': 0.046093741158455444}",20,12,14.86897881494379,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1538,False,"{'a': 0.15166007001867454, 'e': 0.046001553676138535}",20,11,17.96015432371853,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1539,False,"{'a': 0.1515083340426959, 'e': 0.045909550568786255}",20,6,23.3031111920791,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1540,False,"{'a': 0.1513567498786372, 'e': 0.045817731467648684}",25,14,18.67757626669326,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1541,False,"{'a': 0.15120531737461052, 'e': 0.04572609600471338}",30,15,29.69653779555153,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1542,False,"{'a': 0.15105403637887993, 'e': 0.045634643812703955}",25,13,22.537710219095235,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1543,False,"{'a': 0.1509029067398613, 'e': 0.04554337452507855}",20,13,10.320704386637402,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1544,False,"{'a': 0.15075192830612216, 'e': 0.04545228777602839}",20,13,15.556316311208452,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1545,False,"{'a': 0.15060110092638157, 'e': 0.04536138320047633}",20,8,-32.364152984570595,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
1546,False,"{'a': 0.1504504244495099, 'e': 0.04527066043407538}",20,14,11.61191679102809,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1547,False,"{'a': 0.15029989872452879, 'e': 0.045180119113207226}",30,18,19.885151102147667,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1548,False,"{'a': 0.15014952360061087, 'e': 0.04508975887498081}",25,15,19.167282183306334,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1549,False,"{'a': 0.14999929892707972, 'e': 0.04499957935723085}",25,19,10.05191751994191,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1550,False,"{'a': 0.14984922455340965, 'e': 0.04490958019851639}",20,8,22.559338705736455,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1551,False,"{'a': 0.14969930032922557, 'e': 0.044819761038119355}",20,12,-25.37734677878194,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
1552,False,"{'a': 0.14954952610430283, 'e': 0.044730121516043116}",30,19,14.981255447467925,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1553,False,"{'a': 0.14939990172856712, 'e': 0.04464066127301103}",20,12,17.504724771522376,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1554,False,"{'a': 0.14925042705209424, 'e': 0.04455137995046501}",20,2,32.569690786362585,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1555,False,"{'a': 0.14910110192511, 'e': 0.04446227719056408}",30,13,31.405519144554614,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1556,False,"{'a': 0.14895192619799005, 'e': 0.04437335263618295}",25,14,22.03384448070876,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1557,False,"{'a': 0.14880289972125976, 'e': 0.04428460593091058}",25,9,30.252850114347364,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1558,False,"{'a': 0.14865402234559408, 'e': 0.04419603671904876}",25,5,30.706289872231515,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1559,False,"{'a': 0.14850529392181724, 'e': 0.044107644645610664}",25,15,17.172173349341293,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1560,False,"{'a': 0.1483567143009029, 'e': 0.044019429356319445}",20,1,31.358524346570814,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1561,False,"{'a': 0.14820828333397362, 'e': 0.043931390497606804}",35,5,54.09009398221248,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
1562,False,"{'a': 0.14806000087230106, 'e': 0.04384352771661159}",25,16,14.657371304000376,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1563,False,"{'a': 0.14791186676730567, 'e': 0.043755840661178366}",20,9,23.55606005588699,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1564,False,"{'a': 0.14776388087055647, 'e': 0.04366832897985601}",20,10,17.61061051414375,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1565,False,"{'a': 0.14761604303377104, 'e': 0.04358099232189629}",20,7,15.2732346053001,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1566,False,"{'a': 0.14746835310881534, 'e': 0.0434938303372525}",30,17,21.24181392080458,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1567,False,"{'a': 0.1473208109477035, 'e': 0.043406842676577996}",25,11,20.487018102426763,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1568,False,"{'a': 0.14717341640259773, 'e': 0.04332002899122484}",20,10,21.053414631383923,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1569,False,"{'a': 0.14702616932580811, 'e': 0.04323338893324239}",20,6,17.061479334602005,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1570,False,"{'a': 0.14687906956979252, 'e': 0.043146922155375904}",20,12,13.880295984626663,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1571,False,"{'a': 0.1467321169871565, 'e': 0.04306062831106515}",20,8,9.378998069011885,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1572,False,"{'a': 0.14658531143065293, 'e': 0.04297450705444302}",20,7,-15.655038766595256,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
1573,False,"{'a': 0.14643865275318216, 'e': 0.04288855804033413}",20,12,16.36076569036338,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1574,False,"{'a': 0.14629214080779163, 'e': 0.042802780924253464}",20,12,14.930833044314632,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1575,False,"{'a': 0.1461457754476758, 'e': 0.042717175362404956}",30,24,12.089136259400611,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1576,False,"{'a': 0.14599955652617605, 'e': 0.042631741011680144}",20,4,16.040001009676523,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1577,False,"{'a': 0.14585348389678043, 'e': 0.04254647752965678}",25,16,18.45002617206934,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1578,False,"{'a': 0.1457075574131237, 'e': 0.04246138457459747}",20,16,9.16186932636155,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1579,False,"{'a': 0.1455617769289869, 'e': 0.042376461805448275}",25,3,35.48088917248906,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1580,False,"{'a': 0.14541614229829744, 'e': 0.04229170888183738}",20,9,18.80605264762724,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1581,False,"{'a': 0.1452706533751289, 'e': 0.0422071254640737}",20,9,21.72764893932649,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1582,False,"{'a': 0.14512531001370085, 'e': 0.04212271121314556}",25,12,29.55362501983067,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1583,False,"{'a': 0.14498011206837866, 'e': 0.042038465790719265}",20,11,16.8861058158372,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1584,False,"{'a': 0.14483505939367344, 'e': 0.041954388859137826}",25,14,13.650696412367061,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1585,False,"{'a': 0.1446901518442419, 'e': 0.04187048008141955}",25,13,20.58379602540689,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1586,False,"{'a': 0.1445453892748861, 'e': 0.041786739121256716}",20,14,13.851040454479486,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1587,False,"{'a': 0.14440077154055342, 'e': 0.041703165643014205}",25,13,24.55539713544213,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1588,False,"{'a': 0.14425629849633634, 'e': 0.04161975931172818}",25,11,23.75841566899329,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1589,False,"{'a': 0.1441119699974723, 'e': 0.04153651979310472}",20,0,-22.018847231401438,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
1590,False,"{'a': 0.14396778589934367, 'e': 0.04145344675351851}",20,9,-0.07036660104827397,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
1591,False,"{'a': 0.14382374605747736, 'e': 0.04137053986001147}",20,8,24.23699044135515,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1592,False,"{'a': 0.14367985032754496, 'e': 0.04128779878029144}",25,15,18.100344089937987,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1593,False,"{'a': 0.1435360985653624, 'e': 0.04120522318273086}",25,12,27.41558378392741,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1594,False,"{'a': 0.14339249062688986, 'e': 0.041122812736365394}",20,6,21.832285274555016,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1595,False,"{'a': 0.14324902636823167, 'e': 0.04104056711089266}",30,24,11.559331910270231,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1596,False,"{'a': 0.14310570564563607, 'e': 0.04095848597667088}",20,8,19.275744611897714,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1597,False,"{'a': 0.14296252831549522, 'e': 0.04087656900471754}",25,17,11.553592821293703,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1598,False,"{'a': 0.1428194942343448, 'e': 0.040794815866708106}",25,8,29.478704414289982,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1599,False,"{'a': 0.14267660325886422, 'e': 0.04071322623497469}",20,14,10.652175326370998,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1600,False,"{'a': 0.1425338552458761, 'e': 0.04063179978250474}",25,16,16.325195806814836,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1601,False,"{'a': 0.14239125005234649, 'e': 0.04055053618293973}",30,20,20.150097198212777,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1602,False,"{'a': 0.1422487875353844, 'e': 0.040469435110573854}",25,15,15.335648699734746,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1603,False,"{'a': 0.1421064675522418, 'e': 0.040388496240352706}",20,13,14.732323504315332,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1604,False,"{'a': 0.1419642899603136, 'e': 0.040307719247872}",20,8,-19.614789592648325,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1605,False,"{'a': 0.14182225461713732, 'e': 0.040227103809376254}",30,16,31.88537207215507,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1606,False,"{'a': 0.141680361380393, 'e': 0.040146649601757504}",25,6,29.739843623642507,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1607,False,"{'a': 0.14153861010790303, 'e': 0.040066356302553986}",20,6,13.325542622155176,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1608,False,"{'a': 0.1413970006576322, 'e': 0.039986223589948876}",25,0,38.58041914640978,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1609,False,"{'a': 0.14125553288768725, 'e': 0.03990625114276898}",20,10,16.32533237633034,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1610,False,"{'a': 0.14111420665631694, 'e': 0.03982643864048344}",25,20,10.377846739505816,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1611,False,"{'a': 0.14097302182191185, 'e': 0.03974678576320247}",20,14,15.500578964976729,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1612,False,"{'a': 0.1408319782430043, 'e': 0.03966729219167607}",25,14,14.608158817280646,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1613,False,"{'a': 0.14069107577826803, 'e': 0.039587957607292716}",20,14,14.277831632366151,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1614,False,"{'a': 0.1405503142865183, 'e': 0.03950878169207813}",25,2,34.55706605016411,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1615,False,"{'a': 0.1404096936267115, 'e': 0.03942976412869397}",20,6,19.71980332738753,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1616,False,"{'a': 0.14026921365794523, 'e': 0.03935090460043658}",20,3,31.039335265502874,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1617,False,"{'a': 0.14012887423945805, 'e': 0.03927220279123571}",30,20,19.90939470194689,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1618,False,"{'a': 0.13998867523062936, 'e': 0.03919365838565324}",25,14,21.933343248334115,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1619,False,"{'a': 0.13984861649097916, 'e': 0.03911527106888193}",20,10,16.139652052823074,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1620,False,"{'a': 0.1397086978801681, 'e': 0.039037040526744164}",25,16,15.58601640892527,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1621,False,"{'a': 0.1395689192579972, 'e': 0.038958966445690676}",35,17,31.027186399019744,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1622,False,"{'a': 0.13942928048440775, 'e': 0.0388810485127993}",20,7,23.889247601123095,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1623,False,"{'a': 0.1392897814194812, 'e': 0.0388032864157737}",25,13,22.23063471401603,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1624,False,"{'a': 0.13915042192343893, 'e': 0.03872567984294215}",25,13,21.815098186031783,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1625,False,"{'a': 0.13901120185664223, 'e': 0.03864822848325627}",30,4,2.8657896522077415,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 1}",1
1626,False,"{'a': 0.13887212107959207, 'e': 0.03857093202628976}",25,14,18.083015198958535,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1627,False,"{'a': 0.13873317945292896, 'e': 0.038493790162237175}",25,0,41.33341376774195,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1628,False,"{'a': 0.13859437683743286, 'e': 0.0384168025819127}",25,13,23.486065496490404,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1629,False,"{'a': 0.13845571309402308, 'e': 0.03833996897674887}",20,16,7.507460642338355,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1630,False,"{'a': 0.138317188083758, 'e': 0.038263289038795376}",20,16,9.454212037025574,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1631,False,"{'a': 0.13817880166783503, 'e': 0.03818676246071778}",20,11,18.331056499058427,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1632,False,"{'a': 0.1380405537075905, 'e': 0.038110388935796345}",25,8,16.194505756796996,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1633,False,"{'a': 0.13790244406449936, 'e': 0.03803416815792475}",20,10,18.365607619757416,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1634,False,"{'a': 0.1377644726001753, 'e': 0.0379580998216089}",20,15,9.219525174803039,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1635,False,"{'a': 0.13762663917637036, 'e': 0.03788218362196568}",20,8,18.978947025482192,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1636,False,"{'a': 0.13748894365497494, 'e': 0.03780641925472175}",20,5,20.79016756352031,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1637,False,"{'a': 0.13735138589801762, 'e': 0.037730806416212306}",30,16,23.688401335434616,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1638,False,"{'a': 0.137213965767665, 'e': 0.037655344803379884}",20,12,14.985539108303945,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1639,False,"{'a': 0.1370766831262216, 'e': 0.03758003411377312}",25,13,23.68469365138559,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1640,False,"{'a': 0.13693953783612967, 'e': 0.037504874045545575}",30,17,23.813646645135236,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1641,False,"{'a': 0.13680252975996915, 'e': 0.037429864297454485}",35,17,32.88277514303478,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1642,False,"{'a': 0.13666565876045741, 'e': 0.037355004568859575}",20,3,27.809238135336418,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1643,False,"{'a': 0.1365289247004492, 'e': 0.03728029455972186}",25,12,12.116902531708266,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1644,False,"{'a': 0.1363923274429365, 'e': 0.037205733970602416}",25,13,21.605602731202577,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1645,False,"{'a': 0.13625586685104832, 'e': 0.03713132250266121}",20,12,13.726965713097314,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1646,False,"{'a': 0.1361195427880506, 'e': 0.03705705985765589}",20,10,18.767523062335414,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1647,False,"{'a': 0.13598335511734622, 'e': 0.03698294573794057}",20,11,16.625100139746337,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1648,False,"{'a': 0.13584730370247453, 'e': 0.03690897984646469}",25,15,19.28645093148139,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1649,False,"{'a': 0.13571138840711153, 'e': 0.036835161886771765}",20,13,14.18641334063678,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1650,False,"{'a': 0.13557560909506958, 'e': 0.036761491562998225}",20,8,21.999306096161227,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1651,False,"{'a': 0.1354399656302973, 'e': 0.03668796857987223}",20,10,19.929546101859998,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1652,False,"{'a': 0.13530445787687945, 'e': 0.03661459264271248}",30,12,33.11376153201645,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1653,False,"{'a': 0.1351690856990367, 'e': 0.036541363457427055}",20,15,-2.974709651679799,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
1654,False,"{'a': 0.13503384896112566, 'e': 0.0364682807305122}",30,14,28.70960562456127,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1655,False,"{'a': 0.1348987475276386, 'e': 0.03639534416905117}",25,5,34.28470736450879,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1656,False,"{'a': 0.1347637812632034, 'e': 0.03632255348071307}",30,13,28.093579551429936,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1657,False,"{'a': 0.13462895003258332, 'e': 0.03624990837375164}",25,13,19.52797310856238,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1658,False,"{'a': 0.134494253700677, 'e': 0.03617740855700413}",25,20,9.242433740193825,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1659,False,"{'a': 0.13435969213251817, 'e': 0.036105053739890126}",25,10,27.90436895848025,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1660,False,"{'a': 0.13422526519327566, 'e': 0.03603284363241035}",30,20,18.583318583074565,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1661,False,"{'a': 0.13409097274825313, 'e': 0.03596077794514553}",20,8,19.036861883526488,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1662,False,"{'a': 0.1339568146628891, 'e': 0.03588885638925524}",20,8,21.91851711725785,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1663,False,"{'a': 0.13382279080275664, 'e': 0.03581707867647673}",20,3,28.443922841832176,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1664,False,"{'a': 0.13368890103356332, 'e': 0.03574544451912378}",25,11,22.66686683118956,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1665,False,"{'a': 0.13355514522115114, 'e': 0.035673953630085534}",20,16,8.300688082424806,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1666,False,"{'a': 0.1334215232314962, 'e': 0.035602605722825365}",20,7,24.564070062747295,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1667,False,"{'a': 0.13328803493070884, 'e': 0.035531400511379714}",30,12,32.695478911993064,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1668,False,"{'a': 0.1331546801850332, 'e': 0.035460337710356955}",25,16,19.192827884479193,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1669,False,"{'a': 0.1330214588608474, 'e': 0.03538941703493624}",25,20,12.459976092748562,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1670,False,"{'a': 0.13288837082466315, 'e': 0.03531863820086637}",35,22,24.204765740562664,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1671,False,"{'a': 0.13275541594312573, 'e': 0.03524800092446464}",30,14,29.364318376960227,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1672,False,"{'a': 0.13262259408301383, 'e': 0.03517750492261571}",20,15,11.617301413061282,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1673,False,"{'a': 0.13248990511123948, 'e': 0.03510714991277048}",30,16,23.502034468244194,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1674,False,"{'a': 0.13235734889484782, 'e': 0.03503693561294494}",25,7,21.488846213762624,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1675,False,"{'a': 0.132224925301017, 'e': 0.034966861741719056}",20,14,13.551912019643606,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1676,False,"{'a': 0.1320926341970581, 'e': 0.034896928018235615}",30,21,16.92684028008433,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1677,False,"{'a': 0.13196047545041498, 'e': 0.034827134162199146}",25,14,22.2669902798561,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1678,False,"{'a': 0.131828448928664, 'e': 0.034757479893874746}",20,11,16.09371391962743,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1679,False,"{'a': 0.13169655449951415, 'e': 0.034687964934087}",20,16,7.892367553651387,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1680,False,"{'a': 0.13156479203080668, 'e': 0.034618589004218825}",20,12,14.924957377310898,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1681,False,"{'a': 0.1314331613905151, 'e': 0.034549351826210384}",20,13,12.69700858549086,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1682,False,"{'a': 0.13130166244674507, 'e': 0.034480253122557966}",20,8,21.221908660871392,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1683,False,"{'a': 0.1311702950677341, 'e': 0.03441129261631285}",20,7,22.94291646023025,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1684,False,"{'a': 0.13103905912185157, 'e': 0.03434247003108023}",20,10,20.235315977318816,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1685,False,"{'a': 0.13090795447759862, 'e': 0.03427378509101807}",30,18,21.3055384659354,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1686,False,"{'a': 0.13077698100360788, 'e': 0.034205237520836033}",25,17,17.08190921688148,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1687,False,"{'a': 0.13064613856864343, 'e': 0.03413682704579436}",20,9,22.768659843718517,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1688,False,"{'a': 0.13051542704160068, 'e': 0.034068553391702776}",25,20,9.435267675920114,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1689,False,"{'a': 0.13038484629150615, 'e': 0.03400041628491937}",25,15,15.866940945686684,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
