trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
174,False,"{'a': 0.5940761182493091, 'e': 0.705852868548334}",20,0,0.40908659007202797,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
175,False,"{'a': 0.5934817447955907, 'e': 0.7044411628112373}",30,4,-103.86393840938818,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 2}",1
176,False,"{'a': 0.5928879660128104, 'e': 0.7030322804856147}",25,0,-98.94067812662514,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
177,False,"{'a': 0.5922947813059994, 'e': 0.7016262159246435}",30,2,-123.13579735295812,"{0: 16, 1: 4, 2: 5, 3: 2, 4: 1}",1
178,False,"{'a': 0.5917021900807847, 'e': 0.7002229634927942}",25,4,-30.99270440189962,"{0: 16, 1: 1, 2: 3, 3: 1, 4: 0}",1
179,False,"{'a': 0.5911101917433874, 'e': 0.6988225175658086}",20,0,-108.82770938536108,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
180,False,"{'a': 0.5905187857006231, 'e': 0.697424872530677}",30,13,-57.24434698502152,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 1}",1
181,False,"{'a': 0.5899279713599007, 'e': 0.6960300227856157}",20,0,11.758540817249937,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
182,False,"{'a': 0.5893377481292219, 'e': 0.6946379627400444}",20,10,-74.5119887059324,"{0: 5, 1: 1, 2: 2, 3: 1, 4: 1}",1
183,False,"{'a': 0.5887481154171809, 'e': 0.6932486868145643}",20,0,-65.9417862292481,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
184,False,"{'a': 0.5881590726329634, 'e': 0.6918621894409351}",20,0,4.465514132261887,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
185,False,"{'a': 0.5875706191863465, 'e': 0.6904784650620532}",25,0,-72.03175450610021,"{0: 15, 1: 2, 2: 8, 3: 0, 4: 0}",0
186,False,"{'a': 0.5869827544876975, 'e': 0.6890975081319292}",20,0,-182.5526989947989,"{0: 9, 1: 3, 2: 4, 3: 1, 4: 3}",0
187,False,"{'a': 0.5863954779479738, 'e': 0.6877193131156653}",25,2,-20.086857718439312,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 0}",1
188,False,"{'a': 0.5858087889787221, 'e': 0.6863438744894339}",20,0,-79.18953759613669,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
189,False,"{'a': 0.5852226869920778, 'e': 0.684971186740455}",30,0,-92.86684857896726,"{0: 21, 1: 2, 2: 5, 3: 1, 4: 1}",0
190,False,"{'a': 0.5846371714007647, 'e': 0.6836012443669741}",20,0,-108.16605993053003,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 1}",0
191,False,"{'a': 0.5840522416180937, 'e': 0.6822340418782402}",20,0,-61.98754034877578,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
192,False,"{'a': 0.5834678970579632, 'e': 0.6808695737944838}",35,0,-157.73180324955936,"{0: 24, 1: 2, 2: 6, 3: 0, 4: 3}",1
193,False,"{'a': 0.5828841371348575, 'e': 0.6795078346468948}",25,0,-4.325455345345969,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
194,False,"{'a': 0.5823009612638472, 'e': 0.678148818977601}",20,0,-55.816394363636036,"{0: 14, 1: 2, 2: 2, 3: 2, 4: 0}",0
195,False,"{'a': 0.5817183688605878, 'e': 0.6767925213396458}",20,0,-59.937870451811406,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
196,False,"{'a': 0.5811363593413196, 'e': 0.6754389362969666}",30,0,-54.888909137310414,"{0: 23, 1: 3, 2: 3, 3: 0, 4: 1}",0
197,False,"{'a': 0.5805549321228667, 'e': 0.6740880584243727}",20,6,-112.16606062707855,"{0: 6, 1: 1, 2: 4, 3: 2, 4: 1}",1
198,False,"{'a': 0.5799740866226369, 'e': 0.6727398823075239}",20,11,-35.05763752414376,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 1}",1
199,False,"{'a': 0.5793938222586209, 'e': 0.6713944025429088}",25,0,-109.90928072967824,"{0: 16, 1: 2, 2: 4, 3: 2, 4: 1}",0
200,False,"{'a': 0.5788141384493916, 'e': 0.670051613737823}",20,0,8.452045124034152,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
201,False,"{'a': 0.5782350346141036, 'e': 0.6687115105103473}",25,0,-65.99550759454792,"{0: 16, 1: 1, 2: 8, 3: 0, 4: 0}",0
202,False,"{'a': 0.5776565101724929, 'e': 0.6673740874893266}",25,3,-26.725673544332498,"{0: 16, 1: 1, 2: 5, 3: 0, 4: 0}",1
203,False,"{'a': 0.5770785645448754, 'e': 0.6660393393143479}",20,0,-97.35937379390505,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 1}",0
204,False,"{'a': 0.5765011971521478, 'e': 0.6647072606357192}",25,0,-201.40775149571706,"{0: 14, 1: 2, 2: 5, 3: 0, 4: 4}",0
205,False,"{'a': 0.5759244074157857, 'e': 0.6633778461144477}",20,0,-158.34524320191787,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 4}",0
206,False,"{'a': 0.5753481947578435, 'e': 0.6620510904222189}",20,12,3.55993200598315,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
207,False,"{'a': 0.5747725586009541, 'e': 0.6607269882413744}",25,1,-0.3826942491978478,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 0}",1
208,False,"{'a': 0.5741974983683278, 'e': 0.6594055342648917}",20,0,-19.4044973281529,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
209,False,"{'a': 0.5736230134837522, 'e': 0.6580867231963619}",25,0,-71.81215639479399,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
210,False,"{'a': 0.5730491033715912, 'e': 0.6567705497499692}",25,0,-155.16408059562744,"{0: 15, 1: 2, 2: 4, 3: 2, 4: 2}",0
211,False,"{'a': 0.5724757674567846, 'e': 0.6554570086504692}",20,0,-76.73617867613432,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
212,False,"{'a': 0.5719030051648479, 'e': 0.6541460946331682}",35,0,-49.627446731057454,"{0: 29, 1: 0, 2: 5, 3: 0, 4: 1}",0
213,False,"{'a': 0.5713308159218711, 'e': 0.6528378024439019}",25,8,4.50303498988569,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
214,False,"{'a': 0.5707591991545182, 'e': 0.6515321268390141}",30,1,-148.68739748267268,"{0: 18, 1: 5, 2: 3, 3: 0, 4: 3}",1
215,False,"{'a': 0.5701881542900273, 'e': 0.6502290625853361}",20,9,16.46528644188553,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.5696176807562092, 'e': 0.6489286044601654}",30,0,-34.32443439873195,"{0: 26, 1: 1, 2: 2, 3: 0, 4: 1}",0
217,False,"{'a': 0.5690477779814473, 'e': 0.6476307472512451}",25,0,-20.101692566963894,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",0
218,False,"{'a': 0.5684784453946968, 'e': 0.6463354857567426}",20,0,-41.950309666077175,"{0: 14, 1: 3, 2: 1, 3: 2, 4: 0}",0
219,False,"{'a': 0.5679096824254843, 'e': 0.6450428147852291}",30,0,-80.35227041363116,"{0: 24, 1: 2, 2: 2, 3: 0, 4: 2}",0
220,False,"{'a': 0.5673414885039074, 'e': 0.6437527291556586}",30,0,-65.34010833054735,"{0: 24, 1: 0, 2: 4, 3: 1, 4: 1}",0
221,False,"{'a': 0.5667738630606334, 'e': 0.6424652236973473}",25,0,-0.6237355501757518,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
222,False,"{'a': 0.5662068055268996, 'e': 0.6411802932499525}",20,3,26.91303954705565,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.5656403153345121, 'e': 0.6398979326634526}",35,0,-120.43809265410083,"{0: 25, 1: 4, 2: 2, 3: 2, 4: 2}",0
224,False,"{'a': 0.5650743919158457, 'e': 0.6386181367981257}",30,7,-60.18370911105091,"{0: 16, 1: 3, 2: 3, 3: 0, 4: 1}",1
225,False,"{'a': 0.5645090347038432, 'e': 0.6373409005245295}",30,19,-2.6846856451725643,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
226,False,"{'a': 0.5639442431320141, 'e': 0.6360662187234805}",30,0,-36.25188700581038,"{0: 23, 1: 2, 2: 5, 3: 0, 4: 0}",0
227,False,"{'a': 0.5633800166344355, 'e': 0.6347940862860335}",25,0,-34.76776085706058,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
228,False,"{'a': 0.5628163546457501, 'e': 0.6335244981134615}",20,0,4.9315517635032045,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
229,False,"{'a': 0.5622532566011667, 'e': 0.6322574491172346}",25,0,-13.566519633123633,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
230,False,"{'a': 0.5616907219364586, 'e': 0.6309929342190002}",25,12,2.1515401325000503,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
231,False,"{'a': 0.5611287500879643, 'e': 0.6297309483505622}",25,13,-0.4820115960068798,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
232,False,"{'a': 0.5605673404925857, 'e': 0.6284714864538611}",20,7,-33.02436791974563,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
233,False,"{'a': 0.5600064925877885, 'e': 0.6272145434809534}",20,0,-26.11880928979029,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
234,False,"{'a': 0.5594462058116005, 'e': 0.6259601143939915}",30,0,-3.910901970044862,"{0: 25, 1: 2, 2: 3, 3: 0, 4: 0}",0
235,False,"{'a': 0.5588864796026128, 'e': 0.6247081941652035}",25,0,-91.10004951716691,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
236,False,"{'a': 0.5583273133999773, 'e': 0.6234587777768731}",20,0,-113.03150979642535,"{0: 12, 1: 2, 2: 2, 3: 3, 4: 1}",0
237,False,"{'a': 0.5577687066434076, 'e': 0.6222118602213194}",30,8,29.412375230303716,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.5572106587731774, 'e': 0.6209674365008767}",20,0,14.001488471801908,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
239,False,"{'a': 0.5566531692301208, 'e': 0.619725501627875}",20,0,-144.90638206793884,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 3}",0
240,False,"{'a': 0.5560962374556311, 'e': 0.6184860506246193}",20,0,-77.75184449524248,"{0: 12, 1: 0, 2: 7, 3: 1, 4: 0}",0
241,False,"{'a': 0.5555398628916606, 'e': 0.61724907852337}",25,2,24.358986087170877,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.5549840449807197, 'e': 0.6160145803663232}",20,0,-15.928346837144929,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
243,False,"{'a': 0.5544287831658772, 'e': 0.6147825512055906}",20,0,-62.82158131841211,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
244,False,"{'a': 0.5538740768907583, 'e': 0.6135529861031793}",25,13,4.7802885114920235,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
245,False,"{'a': 0.5533199255995455, 'e': 0.612325880130973}",20,8,-45.55979728901541,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
246,False,"{'a': 0.5527663287369768, 'e': 0.611101228370711}",25,9,-28.036580616606823,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 0}",1
247,False,"{'a': 0.5522132857483463, 'e': 0.6098790259139696}",20,8,5.127538646280119,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
248,False,"{'a': 0.5516607960795028, 'e': 0.6086592678621416}",35,0,-27.994822814132807,"{0: 27, 1: 2, 2: 6, 3: 0, 4: 0}",0
249,False,"{'a': 0.5511088591768496, 'e': 0.6074419493264174}",20,0,-8.603587099876329,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",0
250,False,"{'a': 0.5505574744873438, 'e': 0.6062270654277645}",25,8,-2.542210290168005,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
251,False,"{'a': 0.5500066414584959, 'e': 0.6050146112969089}",20,0,-27.52016514820506,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
252,False,"{'a': 0.5494563595383691, 'e': 0.6038045820743151}",20,0,-27.531287447196455,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",1
253,False,"{'a': 0.5489066281755789, 'e': 0.6025969729101665}",25,9,-32.01737390461764,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 0}",1
254,False,"{'a': 0.5483574468192923, 'e': 0.6013917789643461}",20,0,2.555795617432695,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
255,False,"{'a': 0.5478088149192277, 'e': 0.6001889954064175}",20,0,-76.88499188812524,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
256,False,"{'a': 0.5472607319256538, 'e': 0.5989886174156046}",20,0,-37.645849856151486,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
257,False,"{'a': 0.5467131972893893, 'e': 0.5977906401807734}",25,1,-55.891078385650815,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 1}",1
258,False,"{'a': 0.5461662104618025, 'e': 0.5965950589004119}",25,16,15.854691174821546,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.5456197708948105, 'e': 0.595401868782611}",20,4,-18.549013920532435,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 1}",1
260,False,"{'a': 0.5450738780408789, 'e': 0.5942110650450458}",20,3,-15.452398982686873,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 0}",1
261,False,"{'a': 0.5445285313530209, 'e': 0.5930226429149558}",20,0,-97.57553636545262,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 3}",0
262,False,"{'a': 0.5439837302847972, 'e': 0.5918365976291259}",25,0,-89.37548403484979,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
263,False,"{'a': 0.5434394742903149, 'e': 0.5906529244338676}",20,0,-72.12991361943155,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
264,False,"{'a': 0.5428957628242276, 'e': 0.5894716185849999}",25,0,-8.091841000408344,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 0}",0
265,False,"{'a': 0.5423525953417342, 'e': 0.5882926753478298}",20,0,-95.91715734499049,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
266,False,"{'a': 0.5418099712985791, 'e': 0.5871160899971342}",20,8,8.63028380387464,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
267,False,"{'a': 0.5412678901510508, 'e': 0.5859418578171399}",20,0,-139.54308866668077,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 3}",0
268,False,"{'a': 0.5407263513559819, 'e': 0.5847699741015057}",20,5,8.145684583121193,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
269,False,"{'a': 0.5401853543707487, 'e': 0.5836004341533026}",25,8,-59.57541871557137,"{0: 10, 1: 3, 2: 2, 3: 2, 4: 0}",1
270,False,"{'a': 0.53964489865327, 'e': 0.5824332332849961}",20,0,-45.65117189951724,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
271,False,"{'a': 0.5391049836620072, 'e': 0.5812683668184261}",20,0,-68.02901466518594,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
272,False,"{'a': 0.5385656088559635, 'e': 0.5801058300847892}",25,4,-27.41723748375932,"{0: 17, 1: 0, 2: 3, 3: 1, 4: 0}",1
273,False,"{'a': 0.5380267736946832, 'e': 0.5789456184246197}",20,0,-17.533352114294715,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
274,False,"{'a': 0.5374884776382515, 'e': 0.5777877271877704}",20,6,-71.5780836662121,"{0: 8, 1: 4, 2: 0, 3: 1, 4: 1}",1
275,False,"{'a': 0.5369507201472938, 'e': 0.5766321517333949}",25,0,-25.713906781221027,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
276,False,"{'a': 0.536413500682975, 'e': 0.5754788874299281}",25,0,-77.46447505355013,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",0
277,False,"{'a': 0.5358768187069992, 'e': 0.5743279296550683}",30,6,-78.40707791939985,"{0: 16, 1: 2, 2: 3, 3: 3, 4: 0}",1
278,False,"{'a': 0.5353406736816091, 'e': 0.5731792737957582}",25,6,17.676401378473717,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
279,False,"{'a': 0.5348050650695853, 'e': 0.5720329152481667}",25,0,-33.57685283221337,"{0: 19, 1: 0, 2: 6, 3: 0, 4: 0}",0
280,False,"{'a': 0.5342699923342459, 'e': 0.5708888494176704}",20,12,-37.956609574890756,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
281,False,"{'a': 0.5337354549394461, 'e': 0.569747071718835}",20,0,-102.83387507120813,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
282,False,"{'a': 0.5332014523495774, 'e': 0.5686075775753973}",20,0,-62.85575379548595,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",1
283,False,"{'a': 0.5326679840295672, 'e': 0.5674703624202465}",30,0,-8.031800013565004,"{0: 25, 1: 1, 2: 4, 3: 0, 4: 0}",0
284,False,"{'a': 0.5321350494448782, 'e': 0.5663354216954061}",20,0,-111.25285781670532,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
285,False,"{'a': 0.531602648061508, 'e': 0.5652027508520152}",30,0,-4.383422247496595,"{0: 25, 1: 1, 2: 4, 3: 0, 4: 0}",1
286,False,"{'a': 0.5310707793459885, 'e': 0.5640723453503111}",30,2,-42.36865670654833,"{0: 23, 1: 1, 2: 3, 3: 0, 4: 1}",1
287,False,"{'a': 0.530539442765385, 'e': 0.5629442006596105}",20,5,11.96471546055841,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
288,False,"{'a': 0.5300086377872965, 'e': 0.5618183122582913}",25,5,-50.28158436365311,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 0}",1
289,False,"{'a': 0.5294783638798543, 'e': 0.5606946756337747}",20,7,-31.864956964740998,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 1}",1
290,False,"{'a': 0.5289486205117219, 'e': 0.5595732862825071}",20,10,16.422693647583284,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.5284194071520946, 'e': 0.5584541397099421}",25,0,23.079985127655515,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
292,False,"{'a': 0.5278907232706984, 'e': 0.5573372314305222}",25,4,-70.51657105706148,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 1}",1
293,False,"{'a': 0.5273625683377903, 'e': 0.5562225569676611}",25,1,-69.1356345123723,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 1}",1
294,False,"{'a': 0.526834941824157, 'e': 0.5551101118537257}",30,12,-39.81859305972907,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 0}",1
295,False,"{'a': 0.5263078432011147, 'e': 0.5539998916300183}",20,6,-11.91672635029638,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
296,False,"{'a': 0.5257812719405086, 'e': 0.5528918918467582}",35,0,-44.36731427720687,"{0: 28, 1: 4, 2: 2, 3: 0, 4: 1}",0
297,False,"{'a': 0.5252552275147124, 'e': 0.5517861080630647}",30,0,-49.67841701484908,"{0: 22, 1: 2, 2: 5, 3: 1, 4: 0}",0
298,False,"{'a': 0.5247297093966277, 'e': 0.5506825358469386}",25,8,-0.34120902584478063,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
299,False,"{'a': 0.5242047170596831, 'e': 0.5495811707752447}",30,1,-32.54496278740637,"{0: 24, 1: 1, 2: 2, 3: 2, 4: 0}",1
300,False,"{'a': 0.5236802499778344, 'e': 0.5484820084336942}",20,0,-7.820960591269245,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
301,False,"{'a': 0.5231563076255636, 'e': 0.5473850444168268}",30,0,-21.24360090487451,"{0: 24, 1: 2, 2: 4, 3: 0, 4: 0}",0
302,False,"{'a': 0.5226328894778787, 'e': 0.5462902743279932}",25,0,-53.44459510107563,"{0: 16, 1: 2, 2: 7, 3: 0, 4: 0}",0
303,False,"{'a': 0.5221099950103125, 'e': 0.5451976937793371}",30,7,-101.40412482499443,"{0: 16, 1: 0, 2: 5, 3: 0, 4: 2}",1
304,False,"{'a': 0.5215876236989229, 'e': 0.5441072983917784}",25,14,-58.04948045404007,"{0: 6, 1: 3, 2: 1, 3: 0, 4: 1}",1
305,False,"{'a': 0.5210657750202918, 'e': 0.5430190837949949}",20,0,-55.71262821580997,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
306,False,"{'a': 0.520544448451525, 'e': 0.5419330456274049}",20,0,-60.66918658921681,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
307,False,"{'a': 0.5200236434702513, 'e': 0.5408491795361501}",20,0,-3.9847743363434853,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
308,False,"{'a': 0.519503359554622, 'e': 0.5397674811770777}",30,0,-76.1180482715433,"{0: 21, 1: 2, 2: 6, 3: 0, 4: 1}",0
309,False,"{'a': 0.5189835961833108, 'e': 0.5386879462147236}",30,20,7.372208035287615,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
310,False,"{'a': 0.5184643528355128, 'e': 0.5376105703222942}",25,0,-17.557056724418462,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
311,False,"{'a': 0.5179456289909442, 'e': 0.5365353491816496}",25,0,-201.6766065640803,"{0: 14, 1: 0, 2: 6, 3: 2, 4: 3}",0
312,False,"{'a': 0.5174274241298418, 'e': 0.5354622784832863}",30,9,-57.14643639287105,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 1}",1
313,False,"{'a': 0.5169097377329623, 'e': 0.5343913539263198}",20,16,8.526777318705488,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.5163925692815821, 'e': 0.5333225712184672}",25,17,-5.829483497826291,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
315,False,"{'a': 0.5158759182574965, 'e': 0.5322559260760302}",25,1,-29.26210072781934,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 0}",1
316,False,"{'a': 0.515359784143019, 'e': 0.5311914142238782}",35,0,-26.75112545379789,"{0: 28, 1: 2, 2: 4, 3: 1, 4: 0}",0
317,False,"{'a': 0.5148441664209814, 'e': 0.5301290313954304}",20,0,-93.28626320820625,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
318,False,"{'a': 0.5143290645747329, 'e': 0.5290687733326396}",30,12,-8.194456148028607,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
319,False,"{'a': 0.5138144780881395, 'e': 0.5280106357859743}",25,14,-75.4047128939013,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 2}",1
320,False,"{'a': 0.5133004064455835, 'e': 0.5269546145144024}",25,11,-5.046838116749785,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
321,False,"{'a': 0.5127868491319632, 'e': 0.5259007052853736}",25,5,5.801713688072219,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
322,False,"{'a': 0.5122738056326923, 'e': 0.5248489038748029}",25,13,18.114397643616243,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.5117612754336993, 'e': 0.5237992060670532}",25,0,-66.75371061748105,"{0: 18, 1: 2, 2: 2, 3: 3, 4: 0}",0
324,False,"{'a': 0.511249258021427, 'e': 0.5227516076549191}",20,4,-4.064382930120049,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
325,False,"{'a': 0.5107377528828319, 'e': 0.5217061044396093}",20,8,-17.756301227443878,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 0}",1
326,False,"{'a': 0.5102267595053841, 'e': 0.52066269223073}",25,12,-32.60064675701409,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 1}",1
327,False,"{'a': 0.5097162773770662, 'e': 0.5196213668462686}",20,0,-24.214482577446287,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
328,False,"{'a': 0.5092063059863733, 'e': 0.5185821241125761}",30,0,-98.20815179592888,"{0: 20, 1: 2, 2: 7, 3: 0, 4: 1}",0
329,False,"{'a': 0.508696844822312, 'e': 0.5175449598643509}",20,0,-93.18750314855022,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
330,False,"{'a': 0.5081878933744005, 'e': 0.5165098699446222}",20,0,3.7389204052150227,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
331,False,"{'a': 0.5076794511326674, 'e': 0.515476850204733}",25,8,-103.09440994968277,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 2}",1
332,False,"{'a': 0.5071715175876518, 'e': 0.5144458965043235}",20,12,-50.75509922604293,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 1}",1
333,False,"{'a': 0.5066640922304021, 'e': 0.5134170047113148}",30,22,-27.389241597372255,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
334,False,"{'a': 0.5061571745524764, 'e': 0.5123901707018922}",35,0,-155.94895014757847,"{0: 23, 1: 4, 2: 3, 3: 3, 4: 2}",0
335,False,"{'a': 0.5056507640459413, 'e': 0.5113653903604884}",30,0,-39.57220251243303,"{0: 23, 1: 2, 2: 4, 3: 1, 4: 0}",0
336,False,"{'a': 0.5051448602033715, 'e': 0.5103426595797674}",35,15,-32.30912019318784,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
337,False,"{'a': 0.5046394625178494, 'e': 0.5093219742606079}",25,0,-101.40895106680412,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",0
338,False,"{'a': 0.5041345704829647, 'e': 0.5083033303120866}",25,6,-10.042717102591805,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 0}",1
339,False,"{'a': 0.5036301835928136, 'e': 0.5072867236514624}",30,17,-0.3857704529981756,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
340,False,"{'a': 0.5031263013419988, 'e': 0.5062721502041595}",20,0,-3.0909528997726996,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
341,False,"{'a': 0.5026229232256281, 'e': 0.5052596059037512}",25,10,10.680541762434189,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
342,False,"{'a': 0.5021200487393148, 'e': 0.5042490866919437}",20,0,18.490014835806633,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
343,False,"{'a': 0.5016176773791768, 'e': 0.5032405885185598}",20,0,8.380749839749896,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",0
344,False,"{'a': 0.5011158086418361, 'e': 0.5022341073415226}",20,0,-19.51581635853567,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
345,False,"{'a': 0.5006144420244184, 'e': 0.5012296391268396}",25,20,11.323607241933134,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
